"","date","age","gender","comorbidity","comorbidity.N_Y","edu.cat","edu","vaccination_intention","vaccin_campaign","vaccin_encouragement","risk_probability_self","risk_consequence_self","risk_self","risk_probability_other","risk_consequence_other","risk_other","worries_relatives","worries_health","motv_vaccin_ident_2","motv_vaccin_ident_3","motv_vaccin_ident_4","motv_vaccin_exter_1","motv_vaccin_exter_2","motv_vaccin_exter_3","motv_vaccin_distrust_1","motv_vaccin_distrust_4","motv_vaccin_distrust_5","motv_vaccin_effort_1","motv_vaccin_effort_2","motv_vaccin_effort_3","gender.M_F"
"1466","2020-12-04",80,"Male","No",0,"Secundary superior",4,1,2,1,3,5,3.33333333333333,4,4,3.5,5,5,1,1,2,1,1,2,4,3,5,3,3,4,0
"1467","2020-12-04",60,"Female","No",0,"Secundary superior",4,5,4,4,3,4,2.83333333333333,3,4,2.83333333333333,4,2,5,5,5,1,2,1,4,3,4,1,1,1,1
"1468","2020-12-04",28,"Female","No",0,"Master",7,4,3,3,3,3,2.33333333333333,3,3,2.33333333333333,5,1,3,5,4,2,3,1,5,4,4,1,1,1,1
"1469","2020-12-04",25,"Female","Yes",1,"Master",7,3,1,2,2,5,2.5,3,5,3.33333333333333,4,4,3,4,3,4,2,4,5,4,5,2,2,2,1
"1470","2020-12-04",79,"Male","No",0,"Bachelor technical",5,4,4,4,2,4,2.16666666666667,3,4,2.83333333333333,5,2,4,3,4,1,3,1,3,3,3,1,1,1,0
"1471","2020-12-04",31,"Male","No",0,"Master",7,4,3,4,4,2,2.16666666666667,4,3,2.83333333333333,4,1,5,5,5,2,2,3,2,2,2,1,2,2,0
"1472","2020-12-04",39,"Male","No",0,"Bachelor university",6,5,1,4,3,1,1.33333333333333,3,3,2.33333333333333,2,2,5,5,5,4,4,4,3,2,4,1,1,2,0
"1473","2020-12-04",46,"Male","No",0,"Secundary superior",4,1,1,1,3,2,1.83333333333333,3,3,2.33333333333333,4,3,1,2,1,4,1,4,4,4,4,2,4,3,0
"1474","2020-12-04",53,"Male","No",0,"Master",7,1,1,1,3,4,2.83333333333333,3,3,2.33333333333333,5,5,1,1,3,5,5,4,5,5,5,3,3,3,0
"1475","2020-12-04",68,"Female","No",0,"Secundary inferior",3,2,3,1,2,3,1.83333333333333,3,4,2.83333333333333,4,2,2,2,4,3,2,2,4,3,4,2,2,2,1
"1476","2020-12-04",59,"Female","Yes",1,"Master",7,5,5,5,1,4,1.5,3,4,2.83333333333333,4,3,5,5,5,1,1,1,4,3,4,1,1,1,1
"1477","2020-12-04",65,"Female","No",0,"Secundary superior",4,5,3,5,2,3,1.83333333333333,4,3,2.83333333333333,4,3,5,5,5,1,4,2,2,2,2,1,1,2,1
"1478","2020-12-04",80,"Male","Yes",1,"Master",7,5,3,4,3,5,3.33333333333333,4,4,3.5,2,2,5,5,5,1,5,4,3,1,1,1,1,1,0
"1479","2020-12-04",62,"Female","Yes",1,"Bachelor university",6,4,3,4,3,4,2.83333333333333,4,5,4.16666666666667,2,2,4,4,4,1,2,1,2,2,2,1,1,1,1
"1480","2020-12-04",23,"Male","No",0,"Master",7,5,5,5,3,3,2.33333333333333,4,4,3.5,3,3,5,5,5,3,2,5,2,1,1,2,1,1,0
"1481","2020-12-04",44,"Female","No",0,"Master",7,4,4,4,2,3,1.83333333333333,4,3,2.83333333333333,4,4,4,4,4,5,5,4,5,3,4,2,1,1,1
"1482","2020-12-04",32,"Female","No",0,"Secundary superior",4,5,3,5,2,3,1.83333333333333,4,4,3.5,5,4,5,5,5,1,4,3,4,3,3,1,1,1,1
"1483","2020-12-04",29,"Male","No",0,"Bachelor technical",5,5,2,5,1,3,1.33333333333333,3,4,2.83333333333333,3,4,5,5,5,1,3,4,3,1,2,1,1,1,0
"1484","2020-12-04",24,"Female","No",0,"Master",7,4,4,4,3,3,2.33333333333333,4,4,3.5,3,2,4,4,4,2,2,3,4,3,1,1,1,1,1
"1485","2020-12-04",28,"Female","No",0,"Master",7,5,4,5,2,2,1.5,3,4,2.83333333333333,2,4,5,5,5,1,3,4,3,2,2,1,1,1,1
"1486","2020-12-04",46,"Male","No",0,"Bachelor technical",5,2,1,3,2,3,1.83333333333333,4,3,2.83333333333333,4,4,1,4,4,4,4,4,5,4,5,1,3,1,0
"1487","2020-12-04",54,"Female","No",0,"Master",7,4,3,4,3,3,2.33333333333333,3,3,2.33333333333333,4,2,4,5,5,4,5,4,4,2,4,1,1,1,1
"1488","2020-12-04",34,"Female","No",0,"Bachelor technical",5,5,3,5,3,2,1.83333333333333,3,3,2.33333333333333,3,2,5,5,5,1,5,4,3,2,3,1,1,1,1
"1489","2020-12-04",26,"Female","No",0,"Master",7,4,3,5,2,2,1.5,3,4,2.83333333333333,4,2,4,5,5,2,4,2,4,2,4,1,1,1,1
"1490","2020-12-04",26,"Female","No",0,"Master",7,5,4,5,2,2,1.5,3,2,1.83333333333333,3,2,5,5,5,2,4,4,2,2,2,2,1,2,1
"1491","2020-12-04",70,"Female","No",0,"Secundary inferior",3,3,3,4,3,4,2.83333333333333,4,4,3.5,4,4,3,3,4,2,4,1,4,3,4,1,1,1,1
"1492","2020-12-04",73,"Female","Yes",1,"Bachelor technical",5,4,2,5,2,5,2.5,4,4,3.5,4,4,5,5,5,1,5,3,3,1,1,1,1,1,1
"1493","2020-12-04",63,"Male","No",0,"Master",7,5,5,5,2,3,1.83333333333333,4,3,2.83333333333333,2,2,5,5,5,1,5,1,2,1,1,1,1,1,0
"1494","2020-12-04",63,"Male","Yes",1,"Secundary superior",4,1,1,2,3,4,2.83333333333333,4,4,3.5,5,3,4,5,4,2,1,4,5,5,5,2,2,2,0
"1495","2020-12-04",74,"Female","No",0,"Bachelor university",6,5,3,5,2,3,1.83333333333333,4,5,4.16666666666667,5,1,5,5,5,1,5,1,1,1,1,1,1,1,1
"1496","2020-12-04",61,"Female","No",0,"Secundary inferior",3,5,4,3,5,5,5,5,5,5,5,3,5,5,5,1,1,1,2,1,2,1,1,1,1
"1497","2020-12-04",28,"Female","No",0,"Master",7,5,2,4,2,2,1.5,3,3,2.33333333333333,2,2,5,5,5,2,4,4,3,1,1,2,1,1,1
"1498","2020-12-04",55,"Female","Yes",1,"Secundary superior",4,1,1,3,1,1,1,2,3,1.83333333333333,1,1,1,1,1,1,1,5,5,5,5,3,2,1,1
"1499","2020-12-04",58,"Female","Yes",1,"Bachelor technical",5,5,5,4,2,4,2.16666666666667,3,3,2.33333333333333,3,2,5,5,5,1,5,3,2,1,2,1,1,1,1
"1500","2020-12-04",64,"Male","Yes",1,"Master",7,5,5,5,3,3,2.33333333333333,3,4,2.83333333333333,3,1,5,5,3,1,2,2,2,2,2,1,1,1,0
"1501","2020-12-04",70,"Female","Yes",1,"Bachelor technical",5,5,3,5,3,5,3.33333333333333,4,5,4.16666666666667,4,3,5,5,5,1,2,1,3,2,2,1,1,1,1
"1502","2020-12-04",59,"Male","No",0,"Master",7,5,4,4,3,3,2.33333333333333,3,3,2.33333333333333,3,2,5,5,5,2,1,2,1,1,2,2,1,1,0
"1503","2020-12-04",47,"Female","Yes",1,"Master",7,2,1,3,3,3,2.33333333333333,3,3,2.33333333333333,4,4,2,3,3,4,4,3,4,4,4,2,2,1,1
"1504","2020-12-04",24,"Female","No",0,"Master",7,5,5,5,2,2,1.5,4,2,2.16666666666667,4,2,5,5,5,2,5,3,1,1,1,1,1,1,1
"1505","2020-12-04",47,"Female","No",0,"Bachelor technical",5,3,2,4,4,4,3.5,4,4,3.5,5,3,3,4,3,2,3,2,4,4,5,1,1,5,1
"1506","2020-12-04",45,"Male","No",0,"Master",7,3,2,2,2,2,1.5,3,3,2.33333333333333,2,2,3,3,4,2,2,2,5,3,4,2,2,1,0
"1507","2020-12-04",57,"Female","No",0,"Master",7,1,1,1,4,3,2.83333333333333,4,2,2.16666666666667,3,2,1,2,2,4,3,5,5,4,4,1,2,1,1
"1508","2020-12-04",30,"Female","No",0,"Master",7,5,5,5,3,3,2.33333333333333,3,3,2.33333333333333,2,2,5,5,5,1,1,1,1,1,1,1,1,1,1
"1509","2020-12-04",68,"Female","No",0,"Secundary superior",4,2,2,3,2,3,1.83333333333333,4,4,3.5,4,3,3,3,2,2,1,3,5,4,4,3,3,2,1
"1510","2020-12-04",52,"Male","No",0,"Master",7,5,4,5,2,3,1.83333333333333,3,3,2.33333333333333,4,3,5,5,5,2,3,3,2,1,1,1,1,1,0
"1511","2020-12-04",72,"Female","No",0,"Secundary superior",4,4,2,3,2,4,2.16666666666667,4,4,3.5,5,3,4,4,4,2,4,3,5,3,3,1,2,1,1
"1512","2020-12-04",22,"Female","No",0,"Bachelor university",6,3,3,4,2,1,1.16666666666667,4,3,2.83333333333333,3,2,5,3,5,2,4,2,2,1,1,1,1,1,1
"1513","2020-12-04",64,"Male","No",0,"Secundary superior",4,5,4,4,2,4,2.16666666666667,4,4,3.5,4,2,5,5,5,1,5,4,1,2,2,2,1,1,0
"1514","2020-12-04",59,"Male","Yes",1,"Master",7,5,4,5,2,4,2.16666666666667,3,5,3.33333333333333,5,4,5,5,5,2,5,2,2,2,2,1,1,1,0
"1515","2020-12-04",69,"Male","No",0,"Secundary superior",4,4,2,3,2,3,1.83333333333333,3,3,2.33333333333333,3,3,4,4,4,1,2,1,3,2,3,1,1,1,0
"1516","2020-12-04",53,"Male","No",0,"Bachelor technical",5,5,5,5,1,2,1.16666666666667,3,3,2.33333333333333,4,2,5,5,5,1,1,1,2,1,1,1,1,1,0
"1517","2020-12-04",32,"Male","No",0,"Master",7,4,4,4,4,1,1.5,4,4,3.5,4,2,5,5,5,3,3,4,2,2,2,1,2,1,0
"1518","2020-12-04",57,"Male","No",0,"Secundary inferior",3,5,3,5,2,4,2.16666666666667,4,4,3.5,3,3,5,5,4,1,1,3,3,1,1,2,1,1,0
"1519","2020-12-04",53,"Male","No",0,"Master",7,4,3,5,1,2,1.16666666666667,3,3,2.33333333333333,2,2,5,5,5,3,5,5,2,1,1,1,1,1,0
"1520","2020-12-04",65,"Female","Yes",1,"Master",7,4,3,5,2,5,2.5,4,4,3.5,5,5,5,5,5,2,2,4,4,3,3,1,1,1,1
"1521","2020-12-04",22,"Male","No",0,"Secundary superior",4,5,5,5,1,4,1.5,5,5,5,5,1,5,5,5,1,5,3,2,1,4,1,1,1,0
"1522","2020-12-04",20,"Female","Yes",1,"Secundary superior",4,5,5,5,3,3,2.33333333333333,4,3,2.83333333333333,5,5,5,5,5,2,5,5,2,1,1,1,1,1,1
"1523","2020-12-04",67,"Male","No",0,"Secundary inferior",3,4,3,4,3,4,2.83333333333333,4,4,3.5,5,3,4,4,5,2,4,2,4,3,4,1,2,2,0
"1524","2020-12-04",70,"Male","Yes",1,"Master",7,5,2,4,3,4,2.83333333333333,4,4,3.5,4,5,5,5,5,1,1,3,3,3,3,1,1,2,0
"1525","2020-12-04",58,"Male","No",0,"Secundary superior",4,5,4,4,1,2,1.16666666666667,3,4,2.83333333333333,2,2,5,5,4,1,2,2,1,1,1,1,1,2,0
"1526","2020-12-04",51,"Female","No",0,"Master",7,2,2,3,3,2,1.83333333333333,3,4,2.83333333333333,4,3,2,3,3,4,4,3,4,3,4,2,2,2,1
"1527","2020-12-04",69,"Female","No",0,"Secundary superior",4,3,4,4,1,3,1.33333333333333,3,4,2.83333333333333,4,2,5,4,5,2,2,1,3,2,2,2,2,1,1
"1528","2020-12-04",71,"Female","Yes",1,"Master",7,5,5,4,5,5,5,5,5,5,4,3,5,5,5,1,1,1,3,1,2,1,1,1,1
"1529","2020-12-04",41,"Female","Yes",1,"Secundary inferior",3,1,1,1,1,2,1.16666666666667,1,1,1,1,1,1,5,1,5,1,1,5,5,5,5,5,1,1
"1530","2020-12-04",26,"Female","No",0,"Master",7,1,1,2,3,3,2.33333333333333,3,3,2.33333333333333,4,4,1,2,3,3,2,2,5,5,5,1,1,1,1
"1531","2020-12-04",50,"Male","No",0,"Secundary inferior",3,5,2,4,3,3,2.33333333333333,4,4,3.5,3,3,4,4,4,3,3,3,3,2,2,2,2,2,0
"1532","2020-12-04",54,"Male","Yes",1,"Master",7,5,5,5,3,4,2.83333333333333,3,4,2.83333333333333,4,2,5,5,5,1,1,1,2,1,1,1,1,1,0
"1533","2020-12-04",36,"Female","No",0,"Master",7,3,2,3,3,3,2.33333333333333,3,4,2.83333333333333,4,2,4,3,4,3,2,2,4,3,3,2,2,2,1
"1534","2020-12-04",56,"Male","No",0,"Bachelor technical",5,1,2,1,1,2,1.16666666666667,1,2,1.16666666666667,2,2,2,3,3,5,5,5,5,4,5,3,3,1,0
"1535","2020-12-04",50,"Female","No",0,"Master",7,2,2,2,2,2,1.5,2,2,1.5,2,4,2,2,2,4,3,1,4,4,3,2,2,2,1
"1536","2020-12-04",26,"Male","No",0,"Secundary superior",4,4,3,5,3,4,2.83333333333333,4,4,3.5,5,2,5,5,5,2,4,4,4,1,2,1,1,1,0
"1537","2020-12-04",61,"Male","Yes",1,"Secundary inferior",3,5,5,4,2,3,1.83333333333333,3,5,3.33333333333333,3,3,5,5,4,2,3,4,3,2,3,2,2,1,0
"1538","2020-12-04",62,"Female","No",0,"Bachelor technical",5,1,5,5,2,4,2.16666666666667,3,4,2.83333333333333,5,3,5,4,5,1,1,1,3,1,1,1,1,1,1
"1539","2020-12-04",56,"Male","No",0,"Bachelor technical",5,4,4,5,3,3,2.33333333333333,3,3,2.33333333333333,2,3,5,5,5,2,3,3,2,2,2,2,2,2,0
"1540","2020-12-04",23,"Female","No",0,"Master",7,2,1,1,1,2,1.16666666666667,5,4,4.16666666666667,1,5,3,3,3,5,5,5,5,3,5,1,1,1,1
"1541","2020-12-04",68,"Female","No",0,"Master",7,4,4,4,2,4,2.16666666666667,4,3,2.83333333333333,4,2,1,4,4,2,4,2,2,2,4,1,1,2,1
"1542","2020-12-04",55,"Female","No",0,"Master",7,5,5,5,4,4,3.5,5,5,5,4,4,5,5,5,1,5,1,3,2,2,1,1,1,1
"1543","2020-12-04",62,"Female","No",0,"Bachelor technical",5,5,3,5,3,4,2.83333333333333,4,3,2.83333333333333,4,1,5,5,5,1,3,1,2,1,1,1,1,1,1
"1544","2020-12-04",23,"Female","No",0,"Bachelor technical",5,3,3,3,3,4,2.83333333333333,4,4,3.5,3,3,4,4,4,1,2,1,5,3,4,1,1,2,1
"1545","2020-12-04",21,"Male","No",0,"Bachelor technical",5,5,4,4,2,2,1.5,4,3,2.83333333333333,2,2,4,5,5,2,1,2,2,2,1,1,1,1,0
"1546","2020-12-04",53,"Male","No",0,"Master",7,4,2,4,3,3,2.33333333333333,3,4,2.83333333333333,4,3,4,5,4,1,3,3,2,2,1,3,1,1,0
"1547","2020-12-04",36,"Male","Yes",1,"Bachelor technical",5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,5,5,1,3,1,0
"1548","2020-12-04",29,"Male","No",0,"Master",7,1,2,2,4,3,2.83333333333333,4,4,3.5,5,1,2,2,2,4,2,4,5,5,2,2,2,2,0
"1549","2020-12-04",35,"Female","No",0,"Master",7,5,4,4,2,4,2.16666666666667,3,4,2.83333333333333,4,2,5,5,4,2,2,2,4,1,1,1,1,2,1
"1550","2020-12-04",55,"Male","No",0,"Bachelor technical",5,3,1,1,2,3,1.83333333333333,4,4,3.5,3,3,2,3,2,1,1,1,5,5,5,1,1,1,0
"1551","2020-12-04",33,"Male","No",0,"Master",7,5,4,5,2,1,1.16666666666667,3,3,2.33333333333333,1,1,5,5,5,1,4,2,2,1,2,1,1,1,0
"1552","2020-12-04",81,"Male","No",0,"Master",7,5,4,5,3,4,2.83333333333333,2,3,1.83333333333333,4,2,4,5,5,2,1,2,3,2,1,1,1,1,0
"1553","2020-12-04",57,"Female","Yes",1,"Bachelor technical",5,2,4,4,2,4,2.16666666666667,3,4,2.83333333333333,3,4,5,4,4,2,2,2,2,2,2,2,2,2,1
"1554","2020-12-04",42,"Female","No",0,"Secundary superior",4,5,3,4,3,3,2.33333333333333,4,4,3.5,4,2,5,5,5,2,2,2,2,2,2,2,2,1,1
"1555","2020-12-04",47,"Male","No",0,"Master",7,5,4,5,4,3,2.83333333333333,3,4,2.83333333333333,2,3,5,5,5,2,1,4,1,1,1,1,2,1,0
"1556","2020-12-04",60,"Female","No",0,"Master",7,3,1,1,3,3,2.33333333333333,4,4,3.5,4,2,2,2,2,2,2,3,4,4,4,2,2,2,1
"1557","2020-12-04",29,"Male","No",0,"Secundary superior",4,5,5,5,1,2,1.16666666666667,4,4,3.5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,0
"1558","2020-12-04",35,"Male","No",0,"Master",7,1,1,1,3,2,1.83333333333333,3,3,2.33333333333333,2,2,1,1,1,5,4,1,5,5,5,2,3,3,0
"1559","2020-12-04",24,"Female","No",0,"Master",7,5,5,5,2,2,1.5,4,4,3.5,4,4,5,5,5,3,2,4,3,1,1,1,1,1,1
"1560","2020-12-04",44,"Male","No",0,"Master",7,5,3,5,2,3,1.83333333333333,2,3,1.83333333333333,4,2,5,5,5,1,2,3,1,2,2,1,1,1,0
"1561","2020-12-04",42,"Male","No",0,"Master",7,1,1,1,2,3,1.83333333333333,3,4,2.83333333333333,4,3,1,1,2,4,1,3,5,5,5,3,1,3,0
"1562","2020-12-04",31,"Female","No",0,"Master",7,4,4,5,2,2,1.5,2,2,1.5,2,1,5,3,5,2,2,2,2,2,2,3,2,2,1
"1563","2020-12-04",27,"Female","No",0,"Master",7,4,2,4,2,2,1.5,4,4,3.5,5,5,4,5,5,4,5,4,4,3,4,1,1,1,1
"1564","2020-12-04",26,"Male","No",0,"Master",7,1,2,4,2,3,1.83333333333333,3,4,2.83333333333333,4,4,1,2,2,5,3,4,5,4,3,2,2,2,0
"1565","2020-12-04",51,"Female","No",0,"Bachelor technical",5,3,3,3,3,4,2.83333333333333,3,3,2.33333333333333,3,4,4,4,3,5,1,1,4,4,4,1,2,3,1
"1566","2020-12-04",44,"Male","Yes",1,"Bachelor technical",5,4,2,5,3,4,2.83333333333333,5,5,5,4,3,5,5,5,3,3,3,1,1,1,1,1,1,0
"1567","2020-12-04",59,"Male","No",0,"Secundary superior",4,5,5,5,3,4,2.83333333333333,4,4,3.5,4,3,5,5,5,1,1,2,1,1,1,1,1,1,0
"1568","2020-12-04",45,"Male","No",0,"Master",7,2,1,3,2,2,1.5,3,2,1.83333333333333,3,1,1,3,3,1,1,3,5,2,5,2,1,1,0
"1569","2020-12-04",78,"Male","Yes",1,"Bachelor technical",5,3,3,3,3,4,2.83333333333333,4,4,3.5,3,2,3,3,3,2,3,3,4,2,3,2,2,2,0
"1570","2020-12-04",55,"Female","No",0,"Bachelor technical",5,2,1,1,2,2,1.5,4,4,3.5,4,1,1,1,1,4,2,4,4,5,4,1,1,1,1
"1571","2020-12-04",38,"Female","No",0,"Master",7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,4,5,5,5,2,2,2,1
"1572","2020-12-04",20,"Male","No",0,"Secundary superior",4,3,2,4,2,1,1.16666666666667,4,5,4.16666666666667,2,3,5,4,4,3,3,3,5,2,4,2,2,1,0
"1573","2020-12-04",67,"Male","Yes",1,"Master",7,5,4,5,2,5,2.5,3,5,3.33333333333333,4,4,5,5,5,1,4,1,2,1,1,1,1,1,0
"1574","2020-12-04",48,"Male","No",0,"Bachelor technical",5,1,1,1,4,2,2.16666666666667,3,2,1.83333333333333,4,1,1,1,5,4,4,4,5,5,5,1,5,1,0
"1575","2020-12-04",45,"Female","No",0,"Bachelor university",6,5,5,5,3,2,1.83333333333333,3,1,1.33333333333333,4,3,5,5,5,1,5,1,2,1,1,2,1,1,1
"1576","2020-12-04",44,"Female","No",0,"Master",7,1,2,2,3,2,1.83333333333333,3,2,1.83333333333333,3,1,2,2,2,5,2,4,4,5,5,2,3,1,1
"1577","2020-12-04",62,"Female","Yes",1,"Secundary superior",4,5,5,4,3,5,3.33333333333333,3,4,2.83333333333333,4,2,5,5,5,2,4,2,2,1,2,2,2,1,1
"1578","2020-12-04",73,"Male","No",0,"Master",7,2,2,3,2,3,1.83333333333333,2,3,1.83333333333333,3,1,2,3,2,1,1,1,4,3,3,3,1,1,0
"1579","2020-12-04",41,"Male","No",0,"Master",7,5,4,3,3,3,2.33333333333333,3,4,2.83333333333333,4,4,5,5,5,2,5,3,4,2,2,1,1,2,0
"1580","2020-12-04",42,"Male","No",0,"Bachelor technical",5,5,5,5,2,3,1.83333333333333,3,5,3.33333333333333,4,3,5,5,5,1,2,3,2,1,1,1,1,1,0
"1581","2020-12-04",29,"Female","No",0,"Master",7,4,3,3,3,3,2.33333333333333,4,4,3.5,4,2,4,4,3,1,1,2,2,2,2,1,1,2,1
"1582","2020-12-04",48,"Male","No",0,"Master",7,5,4,5,1,3,1.33333333333333,2,4,2.16666666666667,1,1,5,5,5,1,4,3,2,1,2,1,1,1,0
"1583","2020-12-04",32,"Male","No",0,"Bachelor technical",5,5,4,5,2,3,1.83333333333333,3,2,1.83333333333333,3,2,5,5,5,1,2,1,2,1,1,1,2,1,0
"1584","2020-12-04",41,"Male","No",0,"Master",7,5,5,5,1,1,1,3,3,2.33333333333333,4,2,5,5,5,1,1,3,1,1,1,1,1,1,0
"1585","2020-12-04",39,"Male","Yes",1,"Master",7,4,2,4,1,2,1.16666666666667,4,4,3.5,2,1,5,5,5,2,5,2,2,2,2,2,2,2,0
"1586","2020-12-04",42,"Male","No",0,"Bachelor technical",5,3,3,3,3,4,2.83333333333333,3,2,1.83333333333333,1,1,2,2,4,5,1,4,5,4,5,1,1,1,0
"1587","2020-12-04",37,"Female","No",0,"Master",7,5,4,4,2,2,1.5,4,4,3.5,4,3,5,5,5,1,3,3,2,1,2,1,1,1,1
"1588","2020-12-04",22,"Female","No",0,"Bachelor university",6,4,2,5,3,3,2.33333333333333,4,3,2.83333333333333,4,4,5,5,5,2,3,3,4,3,3,2,2,2,1
"1589","2020-12-04",25,"Female","No",0,"Secundary superior",4,1,1,2,3,3,2.33333333333333,4,4,3.5,4,3,1,2,4,4,3,2,5,5,5,2,1,2,1
"1590","2020-12-04",59,"Male","Yes",1,"Secundary superior",4,3,3,2,2,4,2.16666666666667,4,4,3.5,3,4,2,4,1,4,4,4,5,4,3,1,1,1,0
"1591","2020-12-04",37,"Male","No",0,"Bachelor technical",5,5,2,5,2,1,1.16666666666667,3,3,2.33333333333333,3,2,4,4,4,1,3,2,2,1,1,2,2,1,0
"1592","2020-12-04",60,"Female","No",0,"Bachelor technical",5,3,3,4,3,4,2.83333333333333,4,5,4.16666666666667,4,2,4,5,5,2,4,3,3,3,2,1,1,2,1
"1593","2020-12-04",38,"Female","No",0,"Bachelor technical",5,2,2,3,2,2,1.5,4,4,3.5,3,2,2,2,3,4,4,4,5,4,5,2,2,2,1
"1594","2020-12-04",45,"Female","Yes",1,"Master",7,5,2,4,3,2,1.83333333333333,3,3,2.33333333333333,4,4,4,4,5,1,4,2,2,2,2,1,1,1,1
"1595","2020-12-04",64,"Female","No",0,"Secundary superior",4,5,4,4,1,1,1,4,4,3.5,4,2,5,5,5,3,2,3,3,1,1,1,1,1,1
"1596","2020-12-04",63,"Female","No",0,"Secundary superior",4,3,2,2,2,3,1.83333333333333,4,3,2.83333333333333,3,2,1,3,1,3,1,3,5,4,5,1,1,1,1
"1597","2020-12-04",65,"Male","Yes",1,"Master",7,5,5,5,2,4,2.16666666666667,4,4,3.5,4,4,5,5,5,1,2,3,1,1,1,1,1,1,0
"1598","2020-12-04",58,"Male","No",0,"Master",7,2,3,3,2,4,2.16666666666667,3,4,2.83333333333333,4,4,3,3,3,5,5,5,5,4,5,3,3,2,0
"1599","2020-12-04",40,"Female","Yes",1,"Master",7,2,2,2,3,4,2.83333333333333,5,3,3.33333333333333,2,2,1,2,2,5,4,5,5,5,5,3,2,2,1
"1600","2020-12-04",22,"Male","No",0,"Secundary superior",4,5,5,5,3,2,1.83333333333333,4,3,2.83333333333333,2,2,5,5,3,1,1,2,1,1,1,1,1,1,0
"1601","2020-12-04",73,"Male","Yes",1,"Master",7,5,5,5,4,5,4.16666666666667,4,4,3.5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,0
"1602","2020-12-04",62,"Male","No",0,"Master",7,5,3,4,2,4,2.16666666666667,4,3,2.83333333333333,4,3,5,4,4,3,3,3,2,1,1,1,1,1,0
"1603","2020-12-04",32,"Male","No",0,"Master",7,3,4,4,3,2,1.83333333333333,4,4,3.5,4,3,3,3,5,2,3,3,4,3,3,1,1,1,0
"1604","2020-12-04",43,"Female","No",0,"Bachelor technical",5,4,3,4,3,3,2.33333333333333,2,3,1.83333333333333,3,3,4,4,4,2,4,3,4,2,3,2,2,2,1
"1605","2020-12-04",49,"Female","No",0,"Bachelor technical",5,4,3,3,2,1,1.16666666666667,3,3,2.33333333333333,2,1,3,3,2,2,4,2,4,3,4,3,4,3,1
"1606","2020-12-04",64,"Male","No",0,"Secundary superior",4,5,3,5,2,3,1.83333333333333,3,3,2.33333333333333,4,2,5,5,5,1,1,1,1,1,1,1,1,1,0
"1607","2020-12-04",61,"Male","Yes",1,"Secundary superior",4,4,3,4,2,4,2.16666666666667,3,3,2.33333333333333,4,3,5,5,4,2,2,2,2,2,2,2,2,2,0
"1608","2020-12-04",44,"Female","No",0,"Master",7,1,1,1,4,4,3.5,4,4,3.5,2,2,1,2,1,5,1,4,4,4,4,3,3,3,1
"1609","2020-12-04",23,"Female","No",0,"Master",7,5,4,5,4,2,2.16666666666667,4,3,2.83333333333333,3,3,5,5,5,3,5,4,3,2,2,2,2,2,1
"1610","2020-12-04",64,"Female","No",0,"Bachelor university",6,5,4,5,3,3,2.33333333333333,3,3,2.33333333333333,2,2,5,5,5,1,1,1,2,1,1,1,1,1,1
"1611","2020-12-04",26,"Female","No",0,"Bachelor technical",5,5,3,4,2,3,1.83333333333333,4,4,3.5,4,3,5,5,5,1,2,3,2,1,1,1,1,1,1
"1612","2020-12-04",64,"Female","Yes",1,"Master",7,5,3,1,3,4,2.83333333333333,4,4,3.5,3,2,5,5,5,1,1,2,2,1,1,1,1,1,1
"1613","2020-12-04",26,"Male","No",0,"Master",7,1,1,1,3,3,2.33333333333333,3,3,2.33333333333333,2,4,1,1,1,5,5,1,5,5,5,1,1,1,0
"1614","2020-12-04",30,"Male","No",0,"Master",7,5,4,4,2,3,1.83333333333333,3,3,2.33333333333333,3,2,4,4,4,1,2,4,3,2,2,2,2,2,0
"1615","2020-12-04",41,"Male","No",0,"Bachelor technical",5,4,3,5,3,2,1.83333333333333,3,3,2.33333333333333,1,1,5,5,5,2,3,3,1,1,1,1,1,1,0
"1616","2020-12-04",65,"Female","No",0,"Bachelor technical",5,3,3,3,4,3,2.83333333333333,4,4,3.5,3,2,3,3,1,4,3,3,3,1,2,2,2,4,1
"1617","2020-12-04",29,"Female","No",0,"Master",7,4,3,4,2,4,2.16666666666667,4,3,2.83333333333333,4,4,5,5,5,3,5,3,4,1,1,2,3,1,1
"1618","2020-12-04",28,"Male","No",0,"Master",7,5,5,5,1,1,1,5,4,4.16666666666667,1,1,5,5,5,2,4,5,2,1,1,1,1,1,0
"1619","2020-12-04",37,"Male","No",0,"Master",7,5,4,5,2,3,1.83333333333333,3,3,2.33333333333333,5,4,5,5,4,1,1,3,2,2,3,1,1,1,0
"1620","2020-12-04",35,"Male","No",0,"Secundary superior",4,5,2,5,2,4,2.16666666666667,3,5,3.33333333333333,4,4,5,5,5,1,5,3,3,2,2,1,1,1,0
"1621","2020-12-04",21,"Male","No",0,"Secundary superior",4,5,5,5,2,2,1.5,4,4,3.5,4,4,5,5,5,1,1,3,2,2,1,1,2,1,0
"1622","2020-12-04",23,"Female","No",0,"Master",7,4,2,4,1,2,1.16666666666667,3,2,1.83333333333333,3,3,4,4,4,3,2,3,4,3,4,2,2,3,1
