"","date","age","gender","comorbidity","comorbidity.N_Y","edu.cat","edu","vaccination_intention","vaccin_campaign","vaccin_encouragement","risk_probability_self","risk_consequence_self","risk_self","risk_probability_other","risk_consequence_other","risk_other","worries_relatives","worries_health","motv_vaccin_ident_2","motv_vaccin_ident_3","motv_vaccin_ident_4","motv_vaccin_exter_1","motv_vaccin_exter_2","motv_vaccin_exter_3","motv_vaccin_distrust_1","motv_vaccin_distrust_4","motv_vaccin_distrust_5","motv_vaccin_effort_1","motv_vaccin_effort_2","motv_vaccin_effort_3","gender.M_F"
"1","2020-11-25",70,"Female","No",0,"Master",7,5,3,5,2,3,1.83333333333333,3,4,2.83333333333333,3,3,5,5,5,1,1,3,1,1,1,1,1,1,1
"2","2020-11-25",40,"Female","No",0,"Secundary superior",4,2,1,2,3,2,1.83333333333333,4,3,2.83333333333333,3,1,2,2,2,3,3,3,4,5,5,2,2,1,1
"3","2020-11-25",30,"Female","No",0,"Master",7,3,3,4,3,2,1.83333333333333,3,3,2.33333333333333,2,1,3,4,4,2,2,3,5,4,5,2,1,1,1
"4","2020-11-25",51,"Male","No",0,"Bachelor technical",5,1,2,3,1,3,1.33333333333333,4,3,2.83333333333333,2,2,2,2,2,5,3,4,4,3,3,2,1,1,0
"5","2020-11-25",34,"Female","No",0,"Secundary superior",4,1,1,3,2,2,1.5,4,4,3.5,4,3,1,1,1,2,1,2,4,3,3,3,2,1,1
"6","2020-11-25",63,"Female","No",0,"Secundary superior",4,5,3,5,3,5,3.33333333333333,3,5,3.33333333333333,3,2,5,5,5,4,3,2,4,3,3,1,1,1,1
"7","2020-11-25",65,"Female","No",0,"Secundary inferior",3,5,4,4,3,5,3.33333333333333,4,5,4.16666666666667,5,4,5,5,5,2,1,3,4,2,2,1,1,1,1
"8","2020-11-25",25,"Female","No",0,"Bachelor technical",5,3,4,4,2,2,1.5,4,4,3.5,4,4,2,3,3,4,4,4,5,4,5,1,1,1,1
"9","2020-11-25",54,"Female","No",0,"Bachelor technical",5,5,4,4,2,3,1.83333333333333,3,3,2.33333333333333,4,2,5,5,5,2,2,2,2,3,3,1,1,1,1
"10","2020-11-25",66,"Female","No",0,"Secundary inferior",3,4,3,4,3,3,2.33333333333333,3,3,2.33333333333333,3,3,4,4,4,2,2,2,3,2,2,2,2,2,1
"11","2020-11-25",47,"Female","No",0,"Secundary superior",4,1,1,2,3,2,1.83333333333333,4,3,2.83333333333333,4,3,2,3,4,1,1,3,5,4,5,2,1,1,1
"12","2020-11-25",52,"Male","Yes",1,"Bachelor technical",5,5,5,5,3,2,1.83333333333333,4,2,2.16666666666667,3,2,4,4,4,3,4,3,1,2,2,2,2,2,0
"13","2020-11-25",38,"Female","No",0,"Secundary superior",4,4,3,4,3,4,2.83333333333333,4,4,3.5,3,2,4,4,3,3,3,3,5,3,4,2,1,1,1
"14","2020-11-25",57,"Female","No",0,"Bachelor technical",5,3,2,3,3,3,2.33333333333333,3,3,2.33333333333333,3,3,3,3,3,4,2,3,4,3,4,2,2,2,1
"15","2020-11-25",28,"Female","Yes",1,"Bachelor technical",5,3,1,3,3,4,2.83333333333333,4,3,2.83333333333333,5,5,4,4,4,4,4,3,5,4,4,3,3,3,1
"16","2020-11-25",61,"Female","No",0,"Secundary superior",4,5,5,5,2,5,2.5,4,5,4.16666666666667,5,1,5,5,5,1,1,1,1,1,1,1,1,1,1
"17","2020-11-25",40,"Female","No",0,"Bachelor technical",5,4,3,3,2,2,1.5,4,3,2.83333333333333,4,2,4,4,4,2,2,3,4,2,3,2,2,2,1
"18","2020-11-25",72,"Female","No",0,"Bachelor technical",5,5,5,5,2,3,1.83333333333333,3,4,2.83333333333333,3,1,5,5,5,1,1,1,2,1,1,1,1,1,1
"19","2020-11-25",37,"Female","No",0,"Secundary superior",4,1,1,1,1,2,1.16666666666667,1,3,1.33333333333333,1,2,1,1,1,5,3,4,5,5,5,3,3,3,1
"20","2020-11-25",62,"Female","No",0,"Secundary inferior",3,5,3,5,4,4,3.5,4,4,3.5,5,4,5,5,5,2,2,2,1,1,1,1,1,1,1
"21","2020-11-25",50,"Female","No",0,"Secundary inferior",3,4,3,4,3,4,2.83333333333333,4,4,3.5,4,3,4,4,3,4,2,2,4,4,4,2,2,2,1
"22","2020-11-25",39,"Female","No",0,"Bachelor technical",5,2,3,4,3,4,2.83333333333333,3,4,2.83333333333333,4,2,4,4,4,3,4,4,5,2,4,2,2,2,1
"23","2020-11-25",61,"Female","No",0,"Master",7,5,4,4,4,4,3.5,4,4,3.5,5,5,5,5,5,1,1,1,4,2,3,1,1,1,1
"24","2020-11-25",33,"Female","No",0,"Bachelor technical",5,4,3,4,3,2,1.83333333333333,4,4,3.5,3,3,4,4,4,2,2,3,4,2,2,1,1,1,1
"25","2020-11-25",34,"Male","No",0,"Bachelor technical",5,5,3,5,2,3,1.83333333333333,4,4,3.5,5,5,5,5,5,2,4,3,3,2,1,1,1,1,0
"26","2020-11-25",29,"Female","No",0,"Master",7,5,3,5,2,3,1.83333333333333,3,4,2.83333333333333,4,2,4,3,2,3,3,2,3,2,4,2,1,1,1
"27","2020-11-25",63,"Female","Yes",1,"Secundary superior",4,5,4,5,3,4,2.83333333333333,4,4,3.5,4,3,5,5,5,3,3,3,3,1,1,1,1,1,1
"28","2020-11-25",41,"Female","No",0,"Master",7,2,2,2,3,3,2.33333333333333,3,2,1.83333333333333,4,4,1,3,2,4,4,4,5,4,4,3,2,2,1
"29","2020-11-25",72,"Female","Yes",1,"Secundary inferior",3,5,4,5,3,3,2.33333333333333,3,4,2.83333333333333,4,3,4,4,4,2,2,2,2,2,2,2,2,2,1
"30","2020-11-25",65,"Male","Yes",1,"Bachelor technical",5,5,4,4,2,4,2.16666666666667,4,4,3.5,2,2,4,4,3,2,2,2,2,2,2,2,2,2,0
"31","2020-11-26",36,"Female","No",0,"Bachelor technical",5,3,3,3,3,3,2.33333333333333,4,4,3.5,3,3,3,3,3,3,3,3,4,4,4,2,2,2,1
"32","2020-11-27",33,"Female","No",0,"Bachelor technical",5,3,3,4,4,3,2.83333333333333,3,4,2.83333333333333,5,4,3,3,4,4,3,4,4,2,4,2,1,2,1
"33","2020-11-27",74,"Female","No",0,"Bachelor technical",5,3,3,5,4,4,3.5,4,5,4.16666666666667,5,3,5,5,5,3,3,3,3,2,2,1,1,1,1
"34","2020-11-27",61,"Female","No",0,"Bachelor technical",5,2,1,1,1,2,1.16666666666667,4,3,2.83333333333333,1,1,1,1,1,4,4,2,4,3,5,2,2,2,1
"35","2020-11-27",45,"Male","No",0,"Bachelor technical",5,5,5,5,2,4,2.16666666666667,3,5,3.33333333333333,5,4,5,5,3,1,4,1,3,2,1,1,1,1,0
"36","2020-11-27",26,"Male","No",0,"Master",7,4,4,5,3,4,2.83333333333333,4,4,3.5,5,4,5,5,5,4,4,4,3,1,1,1,1,1,0
"37","2020-11-27",61,"Female","No",0,"Secundary superior",4,3,2,3,3,3,2.33333333333333,4,3,2.83333333333333,5,4,3,3,3,4,4,3,5,4,4,2,2,2,1
"38","2020-11-27",21,"Male","No",0,"Bachelor university",6,5,4,5,2,4,2.16666666666667,3,4,2.83333333333333,4,1,5,5,5,1,1,3,1,1,1,1,1,1,0
"39","2020-11-27",63,"Female","No",0,"Secundary inferior",3,4,2,4,2,3,1.83333333333333,3,4,2.83333333333333,4,3,4,4,4,1,1,3,3,3,3,1,1,1,1
"40","2020-11-27",64,"Male","Yes",1,"Secundary inferior",3,5,4,4,2,4,2.16666666666667,4,4,3.5,4,2,4,4,4,1,1,1,2,1,2,2,2,1,0
"41","2020-11-27",71,"Female","No",0,"Secundary superior",4,4,2,3,4,5,4.16666666666667,4,4,3.5,4,3,4,4,4,2,2,2,3,3,4,3,2,2,1
"42","2020-11-27",46,"Female","Yes",1,"Bachelor technical",5,3,3,3,3,2,1.83333333333333,4,4,3.5,3,2,4,4,4,1,1,3,5,3,3,2,1,1,1
"43","2020-11-27",73,"Male","No",0,"Bachelor technical",5,4,4,3,3,4,2.83333333333333,3,4,2.83333333333333,4,3,3,3,3,3,3,1,4,3,3,1,1,1,0
"44","2020-11-27",60,"Male","No",0,"Secundary superior",4,5,5,5,4,4,3.5,4,4,3.5,3,4,5,5,5,1,1,1,2,1,1,1,1,1,0
"45","2020-11-27",40,"Male","No",0,"Bachelor technical",5,1,1,1,1,1,1,2,1,1.16666666666667,1,1,1,1,1,5,5,5,5,5,5,1,1,1,0
"46","2020-11-27",61,"Male","No",0,"Master",7,2,2,3,3,2,1.83333333333333,3,3,2.33333333333333,2,2,1,1,1,4,3,2,4,4,5,2,2,2,0
"47","2020-11-27",35,"Female","No",0,"Master",7,5,5,5,3,4,2.83333333333333,4,4,3.5,5,5,5,5,5,2,2,3,4,2,4,1,2,2,1
"48","2020-11-27",40,"Male","Yes",1,"Bachelor technical",5,1,1,1,1,1,1,2,2,1.5,4,1,1,1,1,2,1,1,4,5,5,2,3,3,0
"49","2020-11-27",52,"Female","No",0,"Bachelor university",6,3,2,4,3,3,2.33333333333333,3,3,2.33333333333333,2,2,3,4,4,1,1,1,5,4,5,2,2,2,1
"50","2020-11-27",68,"Male","Yes",1,"Secundary superior",4,5,5,5,2,2,1.5,4,4,3.5,4,2,5,5,5,2,4,2,2,2,2,2,2,2,0
"51","2020-11-27",65,"Male","No",0,"Bachelor university",6,5,4,5,1,4,1.5,4,4,3.5,4,2,5,4,5,3,3,2,2,2,2,1,1,1,0
"52","2020-11-27",26,"Male","No",0,"Secundary inferior",3,5,4,4,1,2,1.16666666666667,3,3,2.33333333333333,4,2,4,4,4,2,2,2,2,2,2,2,2,2,0
"53","2020-11-27",51,"Male","No",0,"Secundary superior",4,1,2,2,3,3,2.33333333333333,2,3,1.83333333333333,3,2,2,2,2,2,1,1,5,4,4,2,2,2,0
"54","2020-11-27",65,"Male","Yes",1,"Primary",2,4,3,4,3,4,2.83333333333333,4,4,3.5,5,4,5,5,5,3,4,3,4,3,4,2,2,2,0
"55","2020-11-27",57,"Male","Yes",1,"Secundary inferior",3,5,4,5,2,4,2.16666666666667,4,4,3.5,5,4,5,5,5,2,1,3,2,2,2,1,1,1,0
"56","2020-11-27",24,"Male","No",0,"Master",7,5,5,5,3,3,2.33333333333333,3,4,2.83333333333333,4,2,5,5,5,1,3,4,2,1,1,1,1,1,0
"57","2020-11-27",63,"Male","No",0,"Master",7,5,5,5,2,4,2.16666666666667,4,4,3.5,5,2,5,5,5,1,1,1,1,1,1,1,1,1,0
"58","2020-11-27",58,"Male","No",0,"Bachelor technical",5,5,4,4,2,4,2.16666666666667,4,5,4.16666666666667,4,3,4,4,4,1,2,2,4,1,2,2,2,2,0
"59","2020-11-27",68,"Female","Yes",1,"Secundary superior",4,5,3,4,2,3,1.83333333333333,4,4,3.5,3,3,4,4,4,1,1,1,2,1,2,2,1,1,1
"60","2020-11-27",31,"Female","No",0,"Master",7,2,1,2,3,3,2.33333333333333,4,4,3.5,4,2,2,2,4,5,4,4,5,4,4,2,2,2,1
"61","2020-11-27",66,"Female","No",0,"Secundary superior",4,4,3,5,1,3,1.33333333333333,4,5,4.16666666666667,4,2,4,4,4,2,2,2,4,3,3,2,1,1,1
"62","2020-11-27",59,"Female","No",0,"Bachelor technical",5,5,4,5,2,3,1.83333333333333,4,4,3.5,4,2,5,5,5,2,2,2,2,1,2,1,1,5,1
"63","2020-11-27",71,"Male","Yes",1,"Secundary inferior",3,4,3,4,3,5,3.33333333333333,4,4,3.5,4,3,4,4,4,2,2,2,4,2,2,3,2,2,0
"64","2020-11-27",60,"Male","Yes",1,"Secundary superior",4,5,5,4,3,3,2.33333333333333,3,3,2.33333333333333,3,3,4,4,3,2,2,2,2,2,2,2,2,2,0
"65","2020-11-27",56,"Female","No",0,"Bachelor technical",5,1,1,3,3,4,2.83333333333333,3,4,2.83333333333333,3,3,1,1,1,1,1,1,5,4,4,2,2,1,1
"66","2020-11-27",36,"Female","No",0,"Bachelor technical",5,3,3,4,2,4,2.16666666666667,4,3,2.83333333333333,4,3,4,4,4,2,3,2,4,3,3,2,2,2,1
"67","2020-11-27",30,"Male","No",0,"Secundary superior",4,5,5,5,1,4,1.5,3,3,2.33333333333333,4,4,5,5,5,1,1,4,2,1,1,1,1,1,0
"68","2020-11-27",41,"Female","No",0,"Secundary superior",4,4,2,4,2,4,2.16666666666667,4,4,3.5,4,4,4,4,4,3,2,3,4,4,3,2,2,2,1
"69","2020-11-27",58,"Female","Yes",1,"Secundary inferior",3,4,1,4,4,4,3.5,4,4,3.5,4,4,4,4,4,3,4,4,5,3,4,1,1,1,1
"70","2020-11-27",58,"Female","Yes",1,"Bachelor technical",5,2,2,3,3,3,2.33333333333333,3,3,2.33333333333333,4,3,2,2,3,4,3,4,4,4,4,3,2,2,1
"71","2020-11-27",67,"Female","Yes",1,"Master",7,5,4,5,3,3,2.33333333333333,3,2,1.83333333333333,4,4,5,5,5,4,5,3,3,1,1,1,1,1,1
"72","2020-11-27",26,"Female","Yes",1,"Secundary inferior",3,2,1,3,2,5,2.5,4,3,2.83333333333333,4,3,2,4,2,5,5,4,4,4,4,3,3,1,1
"73","2020-11-27",40,"Female","No",0,"Master",7,1,3,3,1,1,1,3,3,2.33333333333333,3,2,2,2,2,2,2,2,4,4,4,2,2,2,1
"74","2020-11-27",56,"Female","No",0,"Secundary superior",4,3,3,4,3,3,2.33333333333333,3,3,2.33333333333333,4,2,3,3,4,4,4,3,4,3,4,1,2,1,1
"75","2020-11-27",80,"Male","No",0,"Bachelor technical",5,3,4,5,3,4,2.83333333333333,3,4,2.83333333333333,2,2,4,4,5,2,2,2,4,2,3,2,1,1,0
"76","2020-11-27",64,"Female","No",0,"Bachelor technical",5,3,3,3,4,4,3.5,4,4,3.5,4,4,3,4,3,2,2,2,5,3,4,1,1,1,1
"77","2020-11-27",57,"Female","No",0,"Bachelor technical",5,5,4,4,3,4,2.83333333333333,4,4,3.5,4,2,5,5,5,1,2,2,2,1,1,1,1,1,1
"78","2020-11-27",74,"Male","No",0,"Secundary inferior",3,5,4,4,3,4,2.83333333333333,3,4,2.83333333333333,3,3,4,4,4,2,2,2,2,2,2,2,2,2,0
"79","2020-11-27",62,"Female","No",0,"Secundary inferior",3,5,3,5,1,4,1.5,3,3,2.33333333333333,4,4,4,1,4,1,4,3,3,1,1,1,1,1,1
"80","2020-11-27",62,"Female","No",0,"Secundary superior",4,4,4,4,4,4,3.5,4,4,3.5,3,4,4,4,3,3,3,3,4,3,3,2,2,2,1
"81","2020-11-27",65,"Female","Yes",1,"No diploma",1,3,3,1,1,5,1.66666666666667,4,5,4.16666666666667,4,4,3,3,3,2,2,2,5,3,3,1,1,3,1
"82","2020-11-27",55,"Female","Yes",1,"Bachelor technical",5,1,1,1,2,3,1.83333333333333,3,3,2.33333333333333,1,1,1,1,1,5,1,5,5,5,5,1,1,1,1
"83","2020-11-27",55,"Female","No",0,"Secundary inferior",3,5,4,4,3,3,2.33333333333333,3,3,2.33333333333333,4,3,5,5,4,2,2,3,3,2,2,1,2,2,1
"84","2020-11-27",66,"Male","No",0,"Secundary superior",4,1,1,1,2,5,2.5,3,4,2.83333333333333,4,4,4,4,4,3,3,2,5,3,4,2,2,2,0
"85","2020-11-27",73,"Female","Yes",1,"Bachelor technical",5,3,3,5,2,5,2.5,4,5,4.16666666666667,5,3,5,5,5,2,2,2,4,3,3,1,1,1,1
"86","2020-11-27",36,"Female","Yes",1,"Bachelor technical",5,3,4,4,3,4,2.83333333333333,4,2,2.16666666666667,2,5,5,5,5,3,5,5,5,1,5,1,1,1,1
"87","2020-11-27",53,"Male","Yes",1,"Master",7,5,2,5,4,2,2.16666666666667,4,4,3.5,2,2,5,5,5,1,5,4,1,1,1,1,1,1,0
"88","2020-11-27",67,"Male","No",0,"Bachelor technical",5,5,4,4,3,3,2.33333333333333,3,3,2.33333333333333,3,3,4,4,4,2,2,2,2,2,2,2,2,2,0
"89","2020-11-27",42,"Female","No",0,"Bachelor technical",5,4,5,5,2,5,2.5,4,5,4.16666666666667,3,3,5,5,5,1,1,1,2,2,2,1,1,1,1
"90","2020-11-27",63,"Male","No",0,"Secundary superior",4,1,1,2,3,3,2.33333333333333,3,3,2.33333333333333,2,1,2,3,3,1,1,4,4,4,4,1,1,1,0
"91","2020-11-27",69,"Male","Yes",1,"Secundary inferior",3,2,2,2,2,4,2.16666666666667,4,4,3.5,5,5,3,3,2,4,3,3,5,4,4,2,2,2,0
"92","2020-11-27",89,"Female","No",0,"Secundary superior",4,2,3,2,2,5,2.5,5,5,5,4,3,3,3,2,3,2,3,5,3,4,2,2,2,1
"93","2020-11-27",66,"Female","No",0,"Secundary superior",4,5,5,5,3,3,2.33333333333333,5,5,5,3,2,5,5,5,1,1,1,1,1,1,1,1,1,1
"94","2020-11-27",57,"Male","No",0,"Secundary superior",4,5,4,4,3,4,2.83333333333333,4,4,3.5,5,4,5,5,5,2,2,4,3,3,3,1,1,1,0
"95","2020-11-27",66,"Female","No",0,"Bachelor technical",5,1,1,2,2,3,1.83333333333333,2,2,1.5,3,2,1,1,1,2,1,3,5,5,5,2,2,2,1
"96","2020-11-27",64,"Female","Yes",1,"Bachelor university",6,4,4,4,4,4,3.5,4,5,4.16666666666667,3,3,4,4,4,3,3,3,4,2,3,2,1,1,1
"97","2020-11-27",59,"Male","No",0,"Secundary inferior",3,5,4,4,2,3,1.83333333333333,3,3,2.33333333333333,4,2,5,5,5,2,4,3,4,4,2,1,2,2,0
"98","2020-11-27",43,"Male","Yes",1,"Bachelor technical",5,4,2,3,2,3,1.83333333333333,3,4,2.83333333333333,3,2,4,4,4,1,1,1,4,2,3,2,2,2,0
"99","2020-11-27",57,"Female","No",0,"Bachelor technical",5,4,4,3,3,3,2.33333333333333,3,3,2.33333333333333,5,4,4,4,4,1,1,2,4,2,3,1,1,1,1
"100","2020-11-27",60,"Female","No",0,"Bachelor technical",5,5,4,4,3,4,2.83333333333333,3,4,2.83333333333333,4,4,4,4,4,2,2,2,4,2,2,2,2,2,1
"101","2020-11-27",21,"Male","No",0,"Bachelor technical",5,4,3,5,2,3,1.83333333333333,3,3,2.33333333333333,3,3,4,4,5,3,2,3,4,2,3,2,1,1,0
"102","2020-11-27",57,"Female","Yes",1,"Secundary inferior",3,3,4,3,2,5,2.5,5,4,4.16666666666667,5,3,3,4,4,3,3,3,5,3,5,1,2,1,1
"103","2020-11-27",50,"Female","No",0,"Secundary superior",4,1,1,1,3,1,1.33333333333333,3,1,1.33333333333333,3,1,1,1,1,5,5,5,5,5,5,5,5,1,1
"104","2020-11-27",68,"Male","No",0,"Secundary superior",4,4,5,4,4,4,3.5,4,4,3.5,4,2,5,5,5,1,1,1,4,2,2,1,1,2,0
"105","2020-11-27",66,"Male","Yes",1,"Secundary inferior",3,1,1,1,2,2,1.5,3,3,2.33333333333333,3,2,1,1,1,1,1,1,5,5,5,1,1,1,0
"106","2020-11-27",67,"Female","No",0,"Secundary superior",4,2,2,4,4,4,3.5,5,4,4.16666666666667,3,4,5,5,4,2,4,2,4,3,2,2,2,2,1
"107","2020-11-27",76,"Male","Yes",1,"Secundary superior",4,4,4,4,3,4,2.83333333333333,3,4,2.83333333333333,4,3,5,5,5,1,1,1,3,1,1,1,1,1,0
"108","2020-11-27",28,"Female","No",0,"Bachelor technical",5,5,5,5,2,1,1.16666666666667,3,3,2.33333333333333,3,2,5,5,5,1,1,5,1,1,1,1,1,1,1
"109","2020-11-27",65,"Female","No",0,"Master",7,4,4,4,3,3,2.33333333333333,3,3,2.33333333333333,4,2,4,4,4,2,2,2,4,2,2,2,2,2,1
"110","2020-11-27",63,"Male","No",0,"Bachelor technical",5,5,2,5,1,5,1.66666666666667,4,4,3.5,4,2,4,4,4,1,1,1,3,2,2,2,1,1,0
"111","2020-11-27",70,"Male","Yes",1,"Secundary inferior",3,4,2,3,3,5,3.33333333333333,4,3,2.83333333333333,4,4,5,4,5,1,4,1,3,3,3,1,2,2,0
"112","2020-11-27",73,"Female","No",0,"Primary",2,4,4,4,3,3,2.33333333333333,4,4,3.5,5,4,4,4,4,2,4,2,4,3,3,2,2,2,1
"113","2020-11-27",52,"Female","No",0,"Secundary superior",4,1,1,1,1,1,1,1,2,1.16666666666667,3,1,1,1,1,4,1,4,5,5,5,1,1,1,1
"114","2020-11-27",43,"Female","No",0,"Bachelor technical",5,1,1,1,3,3,2.33333333333333,3,3,2.33333333333333,2,4,1,2,1,4,4,4,5,5,5,4,2,2,1
"115","2020-11-27",59,"Female","Yes",1,"Bachelor technical",5,5,4,4,2,5,2.5,4,3,2.83333333333333,4,2,5,5,5,1,1,1,4,2,2,1,1,1,1
"116","2020-11-27",67,"Male","No",0,"Secundary superior",4,3,2,2,2,3,1.83333333333333,3,4,2.83333333333333,4,3,1,1,1,1,1,1,5,4,5,2,3,3,0
"117","2020-11-27",51,"Female","No",0,"Secundary superior",4,4,4,4,3,5,3.33333333333333,4,5,4.16666666666667,3,3,4,4,4,3,3,2,5,2,3,2,1,1,1
"118","2020-11-27",69,"Female","No",0,"Master",7,5,5,5,3,5,3.33333333333333,3,4,2.83333333333333,2,3,5,5,4,1,2,1,2,1,1,1,1,1,1
"119","2020-11-27",18,"Male","No",0,"Secundary superior",4,4,5,5,2,1,1.16666666666667,3,4,2.83333333333333,4,4,4,5,5,4,3,4,3,2,2,1,1,1,0
"120","2020-11-27",36,"Male","No",0,"Bachelor technical",5,1,1,1,2,1,1.16666666666667,2,1,1.16666666666667,2,1,1,1,1,4,4,4,4,5,5,3,4,1,0
"121","2020-11-27",59,"Female","No",0,"Secundary superior",4,1,1,1,2,3,1.83333333333333,4,5,4.16666666666667,1,3,1,1,1,5,5,5,5,5,5,3,1,1,1
"122","2020-11-27",54,"Female","No",0,"Secundary superior",4,1,1,3,2,3,1.83333333333333,3,4,2.83333333333333,4,2,2,2,4,2,1,3,5,5,5,2,1,1,1
"123","2020-11-27",57,"Male","No",0,"Secundary inferior",3,4,4,4,2,3,1.83333333333333,3,3,2.33333333333333,4,3,4,4,3,2,2,2,4,3,3,2,1,1,0
"124","2020-11-27",50,"Female","Yes",1,"Bachelor technical",5,4,4,4,4,5,4.16666666666667,4,3,2.83333333333333,4,4,4,4,3,2,2,4,4,3,3,2,2,2,1
"125","2020-11-27",45,"Male","No",0,"Master",7,2,1,1,3,4,2.83333333333333,3,2,1.83333333333333,4,4,1,1,1,4,4,4,5,5,5,3,2,2,0
"126","2020-11-27",46,"Female","No",0,"Bachelor technical",5,1,1,1,2,1,1.16666666666667,3,2,1.83333333333333,1,1,1,1,1,3,1,3,5,5,5,1,1,1,1
"127","2020-11-27",64,"Male","No",0,"Bachelor technical",5,2,3,3,3,4,2.83333333333333,3,3,2.33333333333333,5,4,3,5,4,3,2,3,5,4,5,2,1,4,0
"128","2020-11-27",45,"Female","No",0,"Bachelor technical",5,1,1,3,1,2,1.16666666666667,2,3,1.83333333333333,3,1,1,1,1,1,1,1,5,5,5,1,1,1,1
"129","2020-11-27",20,"Male","No",0,"Secundary superior",4,5,4,5,2,1,1.16666666666667,2,3,1.83333333333333,4,3,4,5,5,2,2,4,3,2,1,1,1,1,0
"130","2020-11-27",57,"Female","No",0,"Bachelor technical",5,4,5,5,3,4,2.83333333333333,4,4,3.5,5,4,5,5,5,2,2,2,4,2,2,2,2,2,1
"131","2020-11-27",64,"Male","No",0,"Secundary inferior",3,3,3,3,4,4,3.5,4,4,3.5,4,4,4,4,4,1,2,3,3,3,3,2,2,1,0
"132","2020-11-27",60,"Female","Yes",1,"Secundary inferior",3,4,4,3,3,4,2.83333333333333,3,4,2.83333333333333,4,4,3,4,4,3,4,2,4,3,4,2,2,2,1
"133","2020-11-27",73,"Male","Yes",1,"Master",7,5,4,5,3,5,3.33333333333333,4,4,3.5,4,4,5,5,5,1,1,2,1,1,2,1,1,1,0
"134","2020-11-27",56,"Female","No",0,"Secundary superior",4,4,3,4,3,4,2.83333333333333,4,3,2.83333333333333,4,3,4,4,4,2,2,2,3,2,3,2,2,2,1
"135","2020-11-27",39,"Female","No",0,"Master",7,1,2,4,3,3,2.33333333333333,3,3,2.33333333333333,1,1,2,2,1,5,4,5,4,3,3,2,3,1,1
"136","2020-11-27",44,"Female","Yes",1,"Bachelor technical",5,3,2,2,4,4,3.5,4,3,2.83333333333333,4,4,2,3,3,4,3,4,5,3,5,2,2,2,1
"137","2020-11-27",68,"Female","No",0,"Secundary superior",4,4,3,4,2,4,2.16666666666667,5,5,5,5,5,3,5,5,1,1,1,4,2,3,1,1,1,1
"138","2020-11-27",56,"Female","No",0,"Secundary superior",4,1,1,1,1,2,1.16666666666667,3,3,2.33333333333333,3,2,1,1,1,2,2,4,5,5,5,1,1,1,1
"139","2020-11-27",33,"Female","No",0,"Master",7,3,2,4,3,3,2.33333333333333,3,3,2.33333333333333,2,2,2,4,3,2,2,4,5,4,5,2,2,1,1
"140","2020-11-27",21,"Male","No",0,"Bachelor technical",5,2,3,2,1,1,1,2,1,1.16666666666667,4,2,2,4,3,4,2,1,5,4,5,1,2,2,0
"141","2020-11-27",31,"Male","No",0,"Bachelor technical",5,1,1,3,1,1,1,3,2,1.83333333333333,1,1,1,1,1,5,5,5,5,5,5,1,1,1,0
"142","2020-11-27",65,"Female","Yes",1,"Secundary superior",4,4,5,5,3,5,3.33333333333333,4,5,4.16666666666667,4,4,5,5,1,1,1,1,4,3,3,1,1,1,1
"143","2020-11-27",52,"Male","Yes",1,"Secundary superior",4,5,5,5,3,4,2.83333333333333,3,3,2.33333333333333,4,4,5,5,3,1,1,1,1,1,1,1,1,1,0
"144","2020-11-27",75,"Female","Yes",1,"Bachelor technical",5,4,3,3,2,5,2.5,3,5,3.33333333333333,3,3,4,4,4,2,2,2,3,3,3,1,4,2,1
"145","2020-11-27",66,"Male","No",0,"Master",7,5,5,5,3,3,2.33333333333333,3,3,2.33333333333333,4,2,5,5,5,1,1,1,3,1,1,1,1,1,0
"146","2020-11-27",61,"Female","No",0,"Secundary inferior",3,2,1,2,2,4,2.16666666666667,4,4,3.5,4,3,2,3,3,4,3,3,5,5,5,2,2,2,1
"147","2020-11-27",62,"Female","No",0,"Secundary inferior",3,5,3,5,2,3,1.83333333333333,4,4,3.5,3,3,4,4,4,3,4,3,4,3,3,3,2,2,1
"148","2020-11-27",66,"Male","Yes",1,"Secundary superior",4,5,4,5,3,3,2.33333333333333,2,4,2.16666666666667,4,4,5,5,5,2,5,3,2,2,2,2,2,2,0
"149","2020-11-27",50,"Female","No",0,"Secundary superior",4,5,4,4,2,2,1.5,3,4,2.83333333333333,2,1,4,4,4,1,2,1,2,2,2,2,2,2,1
"150","2020-11-27",65,"Female","Yes",1,"Secundary superior",4,5,4,3,3,5,3.33333333333333,4,5,4.16666666666667,4,5,5,5,5,2,5,4,5,1,1,1,1,1,1
"151","2020-11-27",51,"Female","No",0,"Bachelor technical",5,5,3,3,2,3,1.83333333333333,3,3,2.33333333333333,3,5,4,4,4,3,4,3,3,1,2,1,1,1,1
"152","2020-11-27",55,"Female","No",0,"Bachelor technical",5,1,1,1,3,1,1.33333333333333,3,1,1.33333333333333,2,1,1,1,1,5,1,3,5,5,4,1,1,1,1
"153","2020-11-27",54,"Female","No",0,"Bachelor technical",5,1,1,2,2,3,1.83333333333333,3,3,2.33333333333333,5,4,1,5,3,3,3,3,5,5,5,1,1,1,1
"154","2020-11-27",57,"Male","Yes",1,"Secundary inferior",3,1,1,3,4,4,3.5,5,5,5,4,4,2,2,2,5,1,2,5,5,5,2,1,2,0
"155","2020-11-27",39,"Male","No",0,"Bachelor technical",5,1,1,1,4,2,2.16666666666667,1,1,1,1,1,1,1,1,5,1,5,5,5,5,5,5,1,0
