"School","Klas","Conditie","BL_pretest","BL_posttest","Niveau","Dyslexie","NiveauNietZwak"
4,10,"0",-0.98364249,-0.778145955,"2",0,1
4,10,"0",-1.635064722,-1.506404977,"2",NA,1
4,10,"0",-0.865201892,0.019882269,"1",0,1
4,10,"0",-0.862139416,-0.422116297,"3",0,0
4,10,"0",0.258208827,2.745255035,"2",0,1
4,10,"0",-0.939896205,-1.426052602,"3",0,0
4,10,"0",-2.078831118,-1.084300342,"3",0,0
4,10,"0",-0.198978071,-0.937481497,"3",0,0
4,10,"0",-0.29048124,-0.797237034,"2",0,1
4,10,"0",-1.203732404,NA,"2",0,1
4,10,"0",-1.339362182,-0.745712059,"3",0,0
4,10,"0",NA,-1.783616659,"3",1,0
4,10,"0",-1.53533548,NA,"2",0,1
4,10,"0",0.161240188,-1.624057735,"2",0,1
4,10,"0",-1.561867189,-0.781401228,"2",0,1
4,10,"0",-1.184067183,-0.244497234,"2",0,1
4,11,"0",-1.954467473,-2.779026029,"3",0,0
4,11,"0",0.020221574,NA,"1",0,1
4,11,"0",-2.296480849,-0.296357513,"1",0,1
4,11,"0",-0.54893086,-0.586969463,"1",0,1
4,11,"0",0.968370198,0.168278665,"1",0,1
4,11,"0",-0.288514667,-1.365708249,"3",0,0
4,11,"0",-0.744702121,-0.388125302,"2",0,1
4,11,"0",-0.935971834,-2.392830054,"1",0,1
4,11,"0",-2.509038595,-1.244559476,"2",0,1
4,11,"0",-0.198426922,-0.852845916,"2",0,1
4,11,"0",-0.27049045,0.674738009,"1",0,1
4,11,"0",-1.302858206,-1.640129461,"3",0,0
4,11,"0",-0.334715923,0.300190195,"2",0,1
4,11,"0",-0.637044461,-0.691337189,"2",0,1
4,11,"0",-1.121648303,-1.907547137,"1",0,1
4,11,"0",-0.169490405,-1.628074208,"3",0,0
4,11,"0",-0.385197879,-0.246871242,"1",0,1
5,12,"0",-1.470113666,-0.992536612,"1",0,1
5,12,"0",-1.927897446,-1.526129896,"1",0,1
5,12,"0",-1.210324096,-1.297958615,"1",NA,1
5,12,"0",-4.438510626,-1.544370459,"1",0,1
5,12,"0",-0.914367237,-0.875996977,"1",0,1
5,12,"0",-0.865113906,-1.290397436,"1",0,1
5,12,"0",-0.694188113,-0.59068393,"1",0,1
5,12,"0",0.778549853,-0.24734062,"1",1,1
5,12,"0",-0.622177678,-0.931517156,"1",0,1
5,12,"0",-0.742988519,0.063077812,"1",0,1
5,12,"0",-1.787574729,-1.628795087,"2",NA,1
5,12,"0",-1.502285394,-1.393613238,"2",1,1
5,12,"0",-1.040836357,-1.612447451,"2",NA,1
5,12,"0",0.151676597,-0.973499328,"1",0,1
5,12,"0",-0.506400223,0.078778604,"1",0,1
5,12,"0",0.151676597,-1.290445639,"1",0,1
5,12,"0",-1.260007389,-2.558574805,"1",0,1
5,12,"0",-0.662748018,-0.062092607,"2",0,1
5,12,"0",0.462169591,-0.878209037,"1",0,1
5,12,"0",-0.024966486,1.984809407,"1",NA,1
5,12,"0",-0.0394719,-0.862952579,"1",0,1
5,13,"0",-0.414040046,-0.672318689,"1",0,1
5,13,"0",-0.562930189,-0.997348555,"1",0,1
5,13,"0",0.983304185,0.490268282,"1",0,1
5,13,"0",0.29651597,NA,"1",0,1
5,13,"0",0.418747075,0.612137631,"2",1,1
5,13,"0",-1.625402634,-0.951666715,"1",0,1
5,13,"0",-0.223670112,0.273317518,"1",0,1
5,13,"0",0.762566741,-0.837533335,"1",0,1
5,13,"0",0.427209829,-1.243890893,"1",NA,1
5,13,"0",-1.656974232,-0.358625117,"1",0,1
5,13,"0",0.113027065,0.769525962,"1",NA,1
5,13,"0",0.474604364,0.975637639,"1",0,1
5,13,"0",0.557171328,0.329160914,"1",0,1
5,13,"0",0.683068477,-0.027395105,"1",0,1
5,13,"0",1.829014195,1.394556048,"1",0,1
5,13,"0",-1.159488186,1.219365707,"1",0,1
5,13,"0",-0.501382896,-1.741782294,"2",1,1
5,13,"0",-0.473949259,-1.677924301,"1",0,1
5,13,"0",NA,-0.226514738,"1",0,1
5,13,"0",NA,-0.282923844,"1",0,1
10,24,"1",-1.930421762,-0.222368331,"2",0,1
10,24,"1",-2.315797424,0.007630953,"3",0,0
10,24,"1",0.722887475,-0.056413774,"1",0,1
10,24,"1",-0.597923881,-1.959822344,"2",0,1
10,24,"1",-0.75198077,-1.108244605,"3",0,0
10,24,"1",0.08080991,-1.137554649,"1",0,1
10,24,"1",0.137082441,-1.161792566,"2",1,1
10,24,"1",0.250897667,-0.857404551,"2",0,1
10,24,"1",-0.364069555,-1.225246863,"2",0,1
10,24,"1",2.049139397,0.437079214,"1",0,1
10,24,"1",1.383534583,1.172438188,"1",0,1
10,24,"1",-0.97099804,-0.694673764,"1",0,1
10,24,"1",-1.844389127,-2.78954022,"2",0,1
10,24,"1",-0.489185746,-1.349533285,"2",0,1
10,24,"1",-3.888093123,-0.640140805,"2",0,1
10,24,"1",-1.275347417,-0.71833792,"1",0,1
10,24,"1",1.840670143,-0.98438892,"1",0,1
10,24,"1",-0.540802128,-1.251985197,"3",0,0
10,24,"1",-0.774196676,-2.55646425,"1",0,1
10,24,"1",-0.969477875,1.284974403,"1",0,1
10,24,"1",-1.143268527,-1.439407944,"2",0,1
10,24,"1",-0.320209254,-0.970457918,"2",0,1
10,24,"1",0.766354756,0.06806485,"1",0,1
11,25,"1",1.268957768,2.145167943,"1",0,1
11,25,"1",1.011900554,-1.085904996,"1",0,1
11,25,"1",-0.73082152,-0.211226807,"3",0,0
11,25,"1",-1.073228934,-0.111275085,"3",0,0
11,25,"1",-1.450530594,-0.760934655,"1",0,1
11,25,"1",-0.266965467,-1.43150823,"2",0,1
11,25,"1",-1.131819733,-1.324022159,"3",0,0
11,25,"1",-0.286252726,-0.477378997,"1",NA,1
11,25,"1",1.641606558,-1.275879216,"1",0,1
11,25,"1",-0.145249411,-0.102699671,"2",NA,1
11,25,"1",-2.202045452,-0.892045594,"3",0,0
11,25,"1",-2.635973802,-0.462157867,"2",0,1
11,25,"1",-0.366864485,-0.557144023,"3",0,0
11,25,"1",1.110773847,1.311458052,"1",0,1
11,25,"1",-1.484308262,-1.138729867,"2",0,1
11,25,"1",-2.514514949,NA,"3",0,0
11,26,"1",-1.96566108,-1.060472144,"3",0,0
11,26,"1",-0.082102213,NA,"2",NA,1
11,26,"1",0.594958946,0.338910014,"1",0,1
11,26,"1",-2.260011793,NA,"1",0,1
11,26,"1",-1.324945043,-1.048105277,"1",0,1
11,26,"1",-0.428510345,1.712855178,"2",0,1
11,26,"1",-0.418874073,-2.720306362,"1",NA,1
11,26,"1",-0.461618541,0.926340171,"1",0,1
11,26,"1",-1.767940493,-0.721888751,"3",0,0
11,26,"1",-1.387371148,-1.258492169,"1",0,1
11,26,"1",0.864815587,0.331916735,"1",0,1
11,26,"1",-0.01434942,0.906383768,"1",0,1
11,26,"1",0.069667481,-1.251668636,"1",0,1
11,26,"1",0.376542603,-1.134147546,"1",0,1
11,26,"1",-1.576084158,-2.180132955,"2",0,1
11,26,"1",2.212068836,0.995722682,"1",0,1
11,26,"1",1.532866629,-0.59895327,"1",0,1
11,27,"1",-0.561364645,0.117808669,"2",0,1
11,27,"1",0.448793807,-0.165561038,"3",0,0
11,27,"1",-1.170346955,-2.123461425,"1",0,1
11,27,"1",-1.132214345,2.287427536,"2",0,1
11,27,"1",0.597205311,-1.043019988,"1",0,1
11,27,"1",1.756155421,-0.428859675,"1",0,1
11,27,"1",-0.091318676,-0.632535392,"1",0,1
11,27,"1",-0.227814849,0.609826246,"1",0,1
11,27,"1",-1.156124782,-0.637844219,"3",NA,0
11,27,"1",-0.633271518,-0.279222268,"1",0,1
11,27,"1",0.724113494,0.677757869,"1",0,1
11,27,"1",0.042223804,-0.592592054,"1",0,1
11,27,"1",-2.542947871,-0.758512624,"2",0,1
11,27,"1",-1.379261151,-1.099843493,"2",0,1
11,27,"1",-0.352185046,0.361648425,"3",NA,0
11,27,"1",-0.66782273,-1.013546625,"1",0,1
11,27,"1",0.143314537,0.195748747,"1",0,1
11,27,"1",1.312388436,-0.175969036,"1",0,1
6,14,"1",-1.390603955,-0.595279457,"3",0,0
6,14,"1",1.204836001,-0.66179914,"3",0,0
6,14,"1",NA,0.544306783,"2",0,1
6,14,"1",0.761775638,1.438777648,"3",0,0
6,14,"1",-0.073423295,NA,"3",1,0
6,14,"1",-0.926650384,-0.828366507,"3",0,0
6,14,"1",-0.725498823,0.712878461,"2",0,1
6,14,"1",0.716511031,NA,"2",0,1
6,14,"1",-1.298517949,-1.355082416,"2",0,1
6,14,"1",-1.186991643,-0.947816029,"3",0,0
6,14,"1",1.7876213,10.07597503,"1",0,1
6,14,"1",0.388302756,-0.054025674,"1",0,1
6,14,"1",-0.466618618,-1.005676618,"2",0,1
6,14,"1",1.82073396,1.076785674,"1",0,1
6,15,"1",1.06193745,0.208207698,"2",0,1
6,15,"1",0.788443984,0.791963928,"1",0,1
6,15,"1",0.473689501,0.329020613,"1",0,1
6,15,"1",-0.66183291,-0.860339245,"3",0,0
6,15,"1",1.343201969,-0.337680269,"3",1,0
6,15,"1",2.030726676,0.709121506,"2",0,1
6,15,"1",-0.531168256,0.368162061,"2",0,1
6,15,"1",-0.05715418,-1.218974667,"3",0,0
6,15,"1",1.602074537,0.902405006,"1",0,1
6,15,"1",1.32755723,2.066042465,"1",0,1
6,15,"1",0.980014991,0.650657246,"1",0,1
6,15,"1",-1.121026429,0.239992521,"1",0,1
6,15,"1",-0.432495092,0.425180679,"3",NA,0
6,15,"1",-2.002886483,-0.935084674,"3",NA,0
6,15,"1",0.373628352,-0.113932554,"1",0,1
6,15,"1",2.33762485,3.490278214,"1",0,1
6,15,"1",0.239234609,1.098432194,"1",0,1
6,15,"1",2.874043375,-0.298959931,"1",0,1
6,15,"1",1.198817108,0.508859989,"1",0,1
7,16,"1",0.34661516,-0.182451581,"2",0,1
7,16,"1",0.771178487,1.570945303,"2",0,1
7,16,"1",-0.187158369,-0.162456395,"2",0,1
7,16,"1",-1.713945512,-0.612349743,"2",0,1
7,16,"1",0.685134887,0.198994089,"1",0,1
7,16,"1",-1.824699141,-1.157287378,"3",0,0
7,16,"1",-3.030274125,-1.111011575,"3",NA,0
7,16,"1",-1.33447232,-0.525849526,"2",0,1
7,16,"1",-0.036046714,-0.010129433,"1",0,1
7,16,"1",1.331044095,0.520728842,"2",0,1
7,16,"1",1.256333733,2.36429908,"1",0,1
7,16,"1",1.146166065,-1.261741339,"1",0,1
7,16,"1",2.311220456,2.066042465,"1",1,1
7,16,"1",0.364317033,-0.492342723,"1",0,1
7,16,"1",0.808387783,0.695455711,"1",0,1
7,16,"1",-2.258152,-2.238785113,"3",0,0
7,16,"1",1.31707907,1.380578058,"1",0,1
7,16,"1",2.566087631,6.568012517,"2",1,1
7,16,"1",0.213665863,0.272875017,"1",0,1
7,16,"1",0.639050128,0.175235213,"1",0,1
7,16,"1",-0.726337978,-1.402811849,"3",1,0
7,16,"1",0.010184965,-0.718639194,"3",1,0
7,16,"1",2.512795626,-0.215875685,"2",0,1
7,16,"1",1.451524432,-0.360584114,"2",NA,1
7,16,"1",2.997536089,1.263155129,"1",0,1
7,17,"1",-2.026828125,-3.128161494,"2",0,1
7,17,"1",-0.292984697,NA,"2",0,1
7,17,"1",0.630187438,NA,"2",1,1
7,17,"1",-0.560314403,0.802354455,"1",0,1
7,17,"1",-0.9405136,NA,"1",0,1
7,17,"1",-1.017476713,1.530046176,"1",0,1
7,17,"1",1.58219609,-0.30112386,"2",1,1
7,17,"1",1.785725875,1.482825442,"1",0,1
7,17,"1",-1.797415963,2.020637918,"1",0,1
7,17,"1",-0.404330476,-0.713034488,"2",0,1
7,17,"1",0.719973559,0.77134385,"1",0,1
7,17,"1",0.250282299,-2.360012986,"2",0,1
7,17,"1",0.137508448,-1.522106699,"1",0,1
7,17,"1",3.615534721,1.216227811,"1",0,1
7,17,"1",1.380727691,0.625878121,"1",0,1
7,17,"1",-1.531273357,-0.029208153,"2",0,1
7,17,"1",0.40933631,NA,"3",0,0
7,17,"1",-0.001771295,-1.233999246,"2",0,1
7,17,"1",-0.953055608,NA,"3",NA,0
7,17,"1",5.336129185,2.380919958,"1",0,1
7,17,"1",0.366757959,0.96965811,"1",0,1
7,17,"1",2.997536089,1.636901625,"1",0,1
8,18,"1",-0.915687944,-1.099359825,"2",0,1
8,18,"1",-1.59870328,1.035286688,"1",0,1
8,18,"1",-0.135370757,-0.340106099,"1",0,1
8,18,"1",-0.902218654,-0.873277507,"1",0,1
8,18,"1",-0.93439466,1.105811539,"1",0,1
8,18,"1",0.263426157,-0.368836353,"1",0,1
8,18,"1",-0.262191651,NA,"1",0,1
8,18,"1",0.227882061,-0.20210002,"1",0,1
8,18,"1",-0.989356146,-0.753776945,"1",0,1
8,18,"1",-1.100180862,-1.437258665,"2",NA,1
8,18,"1",-1.290101193,-1.377235999,"1",0,1
8,18,"1",-1.99575244,-0.870917029,"2",0,1
8,18,"1",-0.026960631,NA,"1",0,1
8,18,"1",-0.028232513,NA,"1",0,1
8,18,"1",-0.34012982,-1.755631062,"1",0,1
8,18,"1",2.025133696,1.819045144,"1",0,1
8,19,"1",-0.17172832,-0.981672008,"3",NA,0
8,19,"1",5.421138283,NA,"1",0,1
8,19,"1",0.910122222,-0.395770332,"2",0,1
8,19,"1",0.603335813,0.783755021,"1",0,1
8,19,"1",0.40933631,-0.181324002,"1",0,1
9,20,"1",-0.3585136,1.651504443,"1",0,1
9,20,"1",-2.853979154,-2.06167019,"3",0,0
9,20,"1",0.307881167,0.319956528,"2",0,1
9,20,"1",-0.225825891,0.349482783,"3",0,0
9,20,"1",0.124548503,0.100937878,"3",0,0
9,20,"1",-0.083756343,1.64532867,"1",0,1
9,20,"1",0.451166229,0.514482435,"1",0,1
9,20,"1",1.502531437,1.180441546,"1",0,1
9,20,"1",1.407835528,1.120104127,"1",0,1
9,20,"1",-1.181887129,-1.439328231,"3",0,0
9,20,"1",0.041090853,NA,"2",0,1
9,20,"1",-1.029389427,1.206810319,"2",0,1
9,20,"1",-0.046941004,0.163100395,"2",0,1
9,20,"1",-0.394886195,-0.07104034,"3",0,0
9,20,"1",-2.29906768,-0.716259473,"2",0,1
9,20,"1",0.42183231,4.673000203,"1",0,1
9,21,"1",0.218947851,0.43287546,"1",0,1
9,21,"1",-0.083242664,1.671028213,"1",0,1
9,21,"1",-0.646418486,-1.214638426,"2",NA,1
9,21,"1",1.041611295,-0.66008442,"2",0,1
9,21,"1",-0.686852314,-0.615542477,"2",0,1
9,21,"1",0.383566423,-0.049631689,"1",0,1
9,21,"1",0.50574167,0.416930367,"1",0,1
9,21,"1",-0.068230218,1.270084977,"1",0,1
9,21,"1",-0.225369382,-0.224287725,"2",0,1
9,21,"1",0.271841898,1.120102325,"2",NA,1
9,21,"1",-0.711228161,-0.186591087,"1",0,1
9,21,"1",-0.998849132,-1.082036651,"2",0,1
9,21,"1",2.054570141,NA,"1",0,1
9,21,"1",-0.324502467,0.279661294,"2",0,1
9,21,"1",-0.558021747,-1.184783656,"1",0,1
9,21,"1",1.274072944,0.975775331,"2",0,1
9,21,"1",-2.31794372,0.820897248,"2",NA,1
9,21,"1",1.458921797,0.152658018,"1",0,1
9,22,"1",0.917640267,0.270904694,"1",0,1
9,22,"1",0.109236043,-1.000109318,"2",0,1
9,23,"1",0.52082508,0.668414216,"1",0,1
9,23,"1",-0.356906106,0.336442273,"2",0,1
9,23,"1",1.801556129,-0.362161758,"2",0,1
9,23,"1",0.724948354,1.533863817,"1",0,1
9,23,"1",-0.089923237,-0.666201036,"2",0,1
9,23,"1",0.803128777,2.153650646,"1",0,1
9,23,"1",0.713862511,-0.83115505,"1",0,1
9,22,"1",0.905200324,2.952082498,"1",0,1
9,22,"1",0.161393949,-0.07398571,"1",0,1
9,22,"1",1.041611295,0.365069625,"1",0,1
9,22,"1",-1.218087711,-0.097099502,"2",0,1
9,22,"1",0.57295068,-2.023196296,"2",0,1
9,22,"1",0.548934814,-0.015392694,"2",0,1
9,22,"1",-0.059810771,1.592753007,"2",0,1
9,22,"1",1.093975042,0.287585686,"2",0,1
9,23,"1",2.115011823,1.113615756,"1",NA,1
9,23,"1",0.870041707,-0.557785591,"3",0,0
9,23,"1",0.473689501,1.027935995,"2",0,1
9,23,"1",0.975074205,1.591196832,"1",0,1
9,23,"1",-0.362574785,0.520728842,"1",0,1
9,23,"1",0.814678978,0.748219353,"1",NA,1
9,23,"1",0.588133893,NA,"1",0,1
9,23,"1",1.502631329,0.490686646,"1",0,1
9,23,"1",0.711623928,0.354069575,"2",0,1
9,23,"1",2.109000848,1.891573247,"1",0,1
9,23,"1",-0.58426846,-0.662782531,"3",0,0
9,23,"1",-0.675715976,0.405127657,"2",0,1
9,23,"1",-0.145343338,2.150721633,"2",0,1
9,23,"1",0.581594397,-0.376917433,"2",0,1
9,23,"1",-1.819417198,-1.966937915,"3",NA,0
9,23,"1",1.22374765,4.673000203,"1",0,1
9,23,"1",0.270138922,-0.984856719,"2",0,1
9,23,"1",-0.838289498,-1.35636153,"2",1,1
9,23,"1",0.908753842,-0.328146002,"2",0,1
9,23,"1",-0.794639079,-0.982393012,"2",NA,1
